Timestamp,What is your age group?,What gender do you identify with?,How would you describe your ethnicity?,Do you consider yourself to have a disability or long term health condition?,What is your sexual orientation?,Please indicate the following about your employment status:,What is your religious belief?,Where do you currently live?,Had you been to a sauna before you came to Community Sauna?,How did you hear about the Community Sauna?,How often do you visit our sauna?,Which of our sauna locations do you visit most often?,Have you experienced any physical health improvements from using the sauna?,Have you experienced any mental health improvements from using the sauna?,"How important is having regular access to sauna?

On a scale of 1 to 5, where 1 is low and 5 is high",What do you enjoy most about the community sauna?,Are you satisfied with the temperature at our saunas?,"If you’re not satisfied, could you please explain why",Are you satisfied with the amount of customers during the sessions?,"If you’re not satisfied, could you please explain why2",Do you feel a sense of belonging or community when using the sauna?,"How would you rate  the overall cleanliness and hygiene of the sauna facilities?

On a scale of 1 to 5, where 1 is low and 5 is high","How would you rate the staff’s friendliness and professionalism? 

On a scale of 1 to 5, where 1 is low and 5 is high","How would you rate the overall ambiance and atmosphere of the sauna?

On a scale of 1 to 5, where 1 is low and 5 is high","Are the sauna prices reasonable and in line with your expectations?

On a scale of 1 to 5, where 1 is low and 5 is high",What improvements or additions would you like to see in the sauna facilities or services?,"Do you know of any specific location where we could set up a community sauna? (e.g., a park, unused building, or local space)","What improvements would you suggest for the facilities, services, or events?",Are you familiar with our social prescribing offers and services?,"If yes, how did you hear about it?",Please share why community sauna is important to you?,In which area of London would you like us to set up a sauna?,What topics would you like to hear more about from us in our communications? (Select all that apply),Is there anything else you would like to share or comment on regarding your experiences at the community sauna in London?
45714.4455781482,25–34,Female,"White (e.g., British, Irish, other European background)",No,Heterosexual,Employed,Atheism,East London,I was already a regular sauna user,Word of mouth,Monthly,Hackney Wick,Not sure,Yes,4,"Improved mood, Increased my body confidence",Yes,,Yes,,2,5,5,5,5,,,,Yes,Posters,,North East London,,
45714.4525932292,25–34,Male,"White (e.g., British, Irish, other European background)",No,Heterosexual,Self employed,Spiritual but not Religious,North West London,Never,Word of mouth,Weekly,Hackney Wick,Yes,Yes,4,"Improved my fitness performance, Improved mood, Assists me with my mental health resilience, Improved my health, Helped me connect with the outdoors, Increased my body confidence",Yes,,Yes,,4,4,4,4,5,,no,"wouldn't know, everything has been great so far ",Yes,Social Media,great way to meet with friends while doing an incredible healthy activity ,North West London,"Sauna health benefits, Upcoming events",no
45714.466805625,25–34,Female,"White (e.g., British, Irish, other European background)",No,Homosexual,Employed,Spiritual but not Religious,South East London,Once or twice,Word of mouth,Weekly,Peckham,Yes,Yes,5,"Helped with physical pain management, Improved my fitness performance, Improved sense of belonging to the local community., Helped me connect with the outdoors, I made new friends at the sauna, Increased my body confidence",Yes,,Yes,,5,5,5,5,5,I love it! No notes,,,No,,A wonderful place to connect to nature and be outside in winter months - a really friendly atmosphere and a great place to meet people not related to alcohol (sadly so rare in todays society),South East London,"Behind the scenes, Upcoming events, Not-for-profit work",
45714.4779355208,18–24,Male,"White (e.g., British, Irish, other European background)",No,Heterosexual,Employed,Agnosticism,East London,Once or twice,Word of mouth,Monthly,Stratford,Not sure,Yes,2,"Improved mood, Assists me with my mental health resilience",Yes,,Yes,,2,5,5,5,4,,,,No,,,,,
45714.4817349884,25–34,Female,"White (e.g., British, Irish, other European background)",No,Heterosexual,Employed,Judaism,North London,Once or twice,Word of mouth,Rarely,Hackney Wick,Yes,Yes,4,Improved mood,Yes,,No,"i think too many, it can get crowded in the sauna's and quite loud when people are talking",3,4,4,4,2,,Alexandra Palace!!!!!!!!!!,,No,,,North - muswell hill/crouch end/highgate,,
45714.4907288194,25–34,Non-binary,"Asian or Asian British (e.g., Indian, Pakistani, Bangladeshi, Chinese)",No,Homosexual,Employed,Buddhism,South East London,Once or twice,Website,Monthly,Stratford,Yes,Yes,5,"Helped with physical pain management, Improved mood, Improved sense of belonging to the local community., Assists me with my mental health resilience, Improved my health",Yes,,Yes,,5,4,5,5,3,,"Lesnes abbey, next to Elizabeth line, very convenient for anyone to commute ",,Yes,Event,"Promote sauna culture for health, meeting new friends, easy access and affordable ",South East London,"Behind the scenes, Not-for-profit work",
45714.4964701157,25–34,Female,"White (e.g., British, Irish, other European background)",No,Homosexual,Employed,N/A,East London,Once or twice,Word of mouth,Monthly,Hackney Wick,No,Yes,2,"Improved mood, Improved sense of belonging to the local community., Helped me connect with the outdoors",Yes,,Yes,,4,5,5,5,4,,,,No,,"helps me feel relaxed, connected to community and the outdoors in an accessible environment",North East London,,
45714.5001491435,35–44,Female,"White (e.g., British, Irish, other European background)",No,Heterosexual,Self employed,Agnosticism,South East London,Once or twice,Word of mouth,Monthly,Peckham,No,Yes,4,Improved mood,Yes,,Yes,,3,4,4,4,4,,I’m parks/community spaces are lovely ,,Yes,Charity Partner,"It’s healthy in every way, holistically",,Sauna health benefits,
45714.5274847222,25–34,Female,"White (e.g., British, Irish, other European background)",No,Heterosexual,Employed,Atheism,South East London,Once or twice,Word of mouth,Monthly,Peckham,Yes,Yes,4,"Improved my fitness performance, Improved mood, Improved sense of belonging to the local community.",Yes,,Yes,,4,4,5,5,4,,deptford,,No,,it provides a great sense of community and is a affordable way to relax and improves my muscle recovery,South East London,Sauna health benefits,it's great - keep doing what you're doing! 
45714.5360931366,25–34,Female,"White (e.g., British, Irish, other European background)",No,Heterosexual,Self employed,Atheism,East London,Once or twice,Word of mouth,Weekly,Hackney Wick,Yes,Yes,5,"Improved mood, Improved my health, Increased my body confidence",Yes,,Yes,,5,5,5,4,4,More quiet saunas/space and less groups of people coming to chat and take over the bigger saunas. Bring back the membership.,,,Yes,Social Media,,,Sauna etiquette or best practices,
45714.5414132176,25–34,Female,"White (e.g., British, Irish, other European background)",No,Prefer not to Say,Employed,Atheism,East London,Once or twice,Instagram,Monthly,Hackney Wick,Not sure,Yes,4,"Helped with physical pain management, Improved mood, Improved sense of belonging to the local community., Assists me with my mental health resilience, Helped me connect with the outdoors, Increased my body confidence",Yes,,Yes,Frustrating when one of the two big sauna room is privatised,3,4,5,4,4,,,Improve changing rooms and lock a little bit,No,,,Central London,"Sauna health benefits, Sauna etiquette or best practices, Upcoming events, Not-for-profit work",
45714.5500529398,25–34,Female,"White (e.g., British, Irish, other European background)",No,Heterosexual,Employed,Agnosticism,East London,Once or twice,Word of mouth,Weekly,Hackney Wick,Yes,Yes,5,"Improved my fitness performance, Improved mood, Improved sense of belonging to the local community.",Yes,,Yes,,4,5,5,5,5,,,,No,,,North East London,"Sauna health benefits, Upcoming events",
45714.5511091782,25–34,Female,"White (e.g., British, Irish, other European background)",No,Bisexual/Pansexual,Employed,Prefer not to say,North East London,Never,Word of mouth,Monthly,Stratford,Yes,Yes,5,"Helped with physical pain management, Improved my fitness performance, Improved mood, Improved sense of belonging to the local community., Assists me with my mental health resilience",Yes,,Yes,,5,5,5,5,4,,,,Yes,Social Media,,North East London,Sauna health benefits,
45714.565085625,35–44,Male,"White (e.g., British, Irish, other European background)",No,Homosexual,Employed,Judaism,North London,I was already a regular sauna user,Word of mouth,Rarely,Hackney Wick,Not sure,Yes,5,"Improved mood, Improved sense of belonging to the local community., Helped me connect with the outdoors",Sometimes,hotter! ,Yes,,5,5,5,5,5,open a sauna near Kentish Town please! ,you should check the plans for the new Camden high line to see what spaces are disused.  ,men only sessions as well as women... and allow nudity,No,,mental health,North West London,"Sauna health benefits, Upcoming events",Keep going! 
45714.6003396528,25–34,Female,Other ethnic group (please specify): ______________,No,Homosexual,Employed,,East London,Never,Word of mouth,Monthly,Hackney Wick,Yes,Yes,3,"Improved mood, Assists me with my mental health resilience, Helped me connect with the outdoors",Yes,,Yes,,3,2,5,4,4,,,,No,,,,,
45714.6145990278,35–44,Female,"White (e.g., British, Irish, other European background)",No,Bisexual/Pansexual,Employed,Spiritual but not Religious,South West London,Once or twice,Word of mouth,Monthly,Peckham,No,Yes,4,"Improved mood, Increased my body confidence",Yes,,Yes,,3,4,3,3,3,More South please :) ,,,Yes,NHS worker ,"Good for my mind, body and soul ",South West London,"Sauna health benefits, Behind the scenes, Sauna etiquette or best practices, Not-for-profit work",Thanks for making a safe shared space x
45714.6335127662,35–44,Female,"Mixed or multiple ethnic groups (e.g., White and Black Caribbean, White and Asian)",Yes,Heterosexual,Employed,Christianity,East London,Once or twice,Word of mouth,Monthly,Hackney Wick,Not sure,Yes,5,"Improved mood, Assists me with my mental health resilience",Yes,,Yes,,4,5,5,5,4,"None really. I think perhaps there could be a package deal offer that is more in line with folks that only come once a week (right now it's better suited for folks coming in a few times a week). Otherwise really pleased with the sauna. I love the early morning sauna, post-run, for its relaxing/tranquil atmosphere.",None that comes to mind but will think on it/keep an eye out ;).,No improvements to note. I think it's really well set up and a lovely space. ,No,,It's a bit of respite and calm in my day that I often find hard to incorporate. This is the first time in a long time that I have found this type of moment in London.,North West London,"Sauna health benefits, Behind the scenes, Sauna etiquette or best practices, Upcoming events, Not-for-profit work",Nothing else! Really quite pleased with it and looking forward to more sessions!
45714.636018912,25–34,Female,"White (e.g., British, Irish, other European background)",No,Prefer not to Say,Employed,Spiritual but not Religious,East London,Once or twice,Word of mouth,Weekly,Hackney Wick,Yes,Yes,5,"Improved mood, Improved sense of belonging to the local community.",Yes,,Yes,,3,5,5,5,4,,,,No,,,,"Sauna health benefits, Upcoming events",
45714.6387887847,18–24,Female,"White (e.g., British, Irish, other European background)",No,Heterosexual,Employed,Christianity,Central London,I was already a regular sauna user,Instagram,Rarely,Hackney Wick,Yes,Yes,5,"Helped with physical pain management, Improved mood, Assists me with my mental health resilience, Helped me connect with the outdoors, Increased my body confidence",Yes,,Yes,,4,4,5,5,5,,I don’t but I’d love one closer to Kings Cross!!,"Crazy idea, singles events?",Yes,Social Media,It’s such a lovely space that offers a break from the busy lifestyle in London. I wish it was in a more convenient location. ,Central London,"Upcoming events, Not-for-profit work",
45714.6541608681,25–34,Female,"White (e.g., British, Irish, other European background)",No,Heterosexual,Employed,Agnosticism,North London,lots but not regularly,Word of mouth,Monthly,Stratford,Yes,Yes,4,"Improved mood, Improved sense of belonging to the local community., Assists me with my mental health resilience, Improved my health, Helped me connect with the outdoors, I made new friends at the sauna, Increased my body confidence",Yes,,Yes,,4,5,5,5,4,,,,No,,"So great to get the chance to meet like minded people""",North West London,"Sauna health benefits, Upcoming events",
45714.7010902778,25–34,Male,"White (e.g., British, Irish, other European background)",No,Heterosexual,Employed,Christianity,East London,Never,Word of mouth,Monthly,Hackney Wick,No,No,3,,Yes,,Yes,,2,4,5,5,5,,London Feilds,,,,Just enjoy it ,North East London,,
45714.7075093403,35–44,Female,"White (e.g., British, Irish, other European background)",No,Heterosexual,Business owner,Atheism,East London,I was already a regular sauna user,Website,Monthly,Stratford,No,Yes,5,"Improved mood, Improved sense of belonging to the local community., Assists me with my mental health resilience",Yes,,Yes,,5,5,5,5,5,n/a,n/a,n/a,Yes,Posters,it is so accessible finacially and feels like an extra special treat to be able to go,North East London,"Sauna health benefits, Behind the scenes, Upcoming events, Not-for-profit work","open the walthamstow one asap, I can't wait to go!"
45714.7087973148,25–34,Female,"White (e.g., British, Irish, other European background)",No,Bisexual/Pansexual,Employed,Atheism,South East London,Once or twice,Word of mouth,Rarely,Peckham,Yes,Yes,2,Improved mood,Sometimes,I like a very hot sauna and sometimes at Peckham both end up a bit tepid,No,Some of the sessions can get very crowded. I also wish sauna users would be consistently quiet. The sauna is a place for relaxation and calm and noisy attendees can ruin this,3,4,5,5,3,,,,Yes,Social Media,,South East London,,
